"BTID";"BLID";"collector";"trapType";"pass";"replicate";"startYear";"startMonth";"startDay";"startHour";"startMinute";"endYear";"endMonth";"endDay";"endHour";"endMinute";"startNESWPhoto_DSC";"endNESWPhoto_DSC";"canolaAdjacent";"percentCanolaBloom";"floralAdjacentNotes";"deployedNotes";"retrievalNotes";"lonTrap";"latTrap";"elevTrap";"locationType";"adjCrop";"oppCrop";"adjCropBloom";"oppCropBloom";"adjMowed";"oppMowed";"created_at";"updated_at";"startjulian";"endjulian";"midjulian";"midyear";"midmonth";"midday";"deployedhours"
"27000-7-WCC25-2017";27000;"M. Gavin";"Coloured Cups";7;"WCC25";2017;7;28;8;32;2017;8;11;9;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";209;223;216;2017;8;4;336.4666
"27000-7-WBV75-2017";27000;"M. Gavin";"Blue Vane";7;"WBV75";2017;7;28;8;38;2017;8;11;9;10;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;336.5333
"27000-7-WPF75-2017";27000;"M. Gavin";"Pit Fall";7;"WPF75";2017;7;28;8;38;2017;8;11;9;10;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;336.5333
"27000-7-WCC75-2017";27000;"M. Gavin";"Coloured Cups";7;"WCC75";2017;7;28;8;38;2017;8;11;9;10;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";209;223;216;2017;8;4;336.5333
"27000-7-WBV200-2017";27000;"M. Gavin";"Blue Vane";7;"WBV200";2017;7;28;8;49;2017;8;11;9;20;"";"";"";"";"";"";"estimated time, sides of shame not rolled down ";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;336.5166
"27000-7-WPF200-2017";27000;"M. Gavin";"Pit Fall";7;"WPF200";2017;7;28;8;49;2017;8;11;9;20;"";"";"";"";"";"";"estimated time, sides of shame not rolled down ";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;336.5166
"27000-7-WCC200-2017";27000;"M. Gavin";"Coloured Cups";7;"WCC200";2017;7;28;8;49;2017;8;11;9;20;"";"";"";"";"";"";"estimated time, sides of shame not rolled down ";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";209;223;216;2017;8;4;336.5166
"26175-7-WBV0-2017";26175;"M. Gavin";"Blue Vane";7;"WBV0";2017;7;25;11;3;2017;8;10;10;48;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.75
"26175-7-WPF0-2017";26175;"M. Gavin";"Pit Fall";7;"WPF0";2017;7;25;11;3;2017;8;10;10;48;"";"";"";"";"";"";"pf knocked over, empty";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.75
"26175-7-WCC0-2017";26175;"M. Gavin";"Coloured Cups";7;"WCC0";2017;7;25;11;3;2017;8;10;10;48;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.75
"26175-7-WBV25-2017";26175;"M. Gavin";"Blue Vane";7;"WBV25";2017;7;25;11;12;2017;8;10;10;44;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.5333
"26175-7-WPF25-2017";26175;"M. Gavin";"Pit Fall";7;"WPF25";2017;7;25;11;12;2017;8;10;10;44;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.5333
"26175-7-WCC25-2017";26175;"M. Gavin";"Coloured Cups";7;"WCC25";2017;7;25;11;12;2017;8;10;10;44;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.5333
"26175-7-WBV75-2017";26175;"M. Gavin";"Blue Vane";7;"WBV75";2017;7;25;11;19;2017;8;10;10;40;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.35
"26175-7-WPF75-2017";26175;"M. Gavin";"Pit Fall";7;"WPF75";2017;7;25;11;19;2017;8;10;10;40;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.35
"26175-7-WCC75-2017";26175;"M. Gavin";"Coloured Cups";7;"WCC75";2017;7;25;11;19;2017;8;10;10;40;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.35
"26175-7-WBV200-2017";26175;"M. Gavin";"Blue Vane";7;"WBV200";2017;7;25;11;43;2017;8;10;10;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.8666
"26175-7-WPF200-2017";26175;"M. Gavin";"Pit Fall";7;"WPF200";2017;7;25;11;43;2017;8;10;10;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.8666
"26175-7-WCC200-2017";26175;"M. Gavin";"Coloured Cups";7;"WCC200";2017;7;25;11;43;2017;8;10;10;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;382.8666
"26161-7-WBV0-2017";26161;"M. Gavin";"Blue Vane";7;"WBV0";2017;7;25;9;47;2017;8;10;9;45;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.9666
"26161-7-WPF0-2017";26161;"M. Gavin";"Pit Fall";7;"WPF0";2017;7;25;9;47;2017;8;10;9;45;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.9666
"26161-7-WCC0-2017";26161;"M. Gavin";"Coloured Cups";7;"WCC0";2017;7;25;9;47;2017;8;10;9;45;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.9666
"26161-7-WBV25-2017";26161;"M. Gavin";"Blue Vane";7;"WBV25";2017;7;25;9;53;2017;8;10;9;42;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.8166
"26161-7-WPF25-2017";26161;"M. Gavin";"Pit Fall";7;"WPF25";2017;7;25;9;53;2017;8;10;9;42;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.8166
"26161-7-WCC25-2017";26161;"M. Gavin";"Coloured Cups";7;"WCC25";2017;7;25;9;53;2017;8;10;9;42;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.8166
"26161-7-WBV75-2017";26161;"M. Gavin";"Blue Vane";7;"WBV75";2017;7;25;10;3;2017;8;10;9;37;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.5666
"26161-7-WPF75-2017";26161;"M. Gavin";"Pit Fall";7;"WPF75";2017;7;25;10;3;2017;8;10;9;37;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.5666
"26161-7-WCC75-2017";26161;"M. Gavin";"Coloured Cups";7;"WCC75";2017;7;25;10;3;2017;8;10;9;37;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.5666
"26161-7-WBV200-2017";26161;"M. Gavin";"Blue Vane";7;"WBV200";2017;7;25;10;8;2017;8;10;9;27;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.3166
"26161-7-WPF200-2017";26161;"M. Gavin";"Pit Fall";7;"WPF200";2017;7;25;10;8;2017;8;10;9;27;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.3166
"26161-7-WCC200-2017";26161;"M. Gavin";"Coloured Cups";7;"WCC200";2017;7;25;10;8;2017;8;10;9;27;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.3166
"26168-7-WBV0-2017";26168;"M. Gavin";"Blue Vane";7;"WBV0";2017;7;25;13;8;2017;8;10;11;55;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.7833
"26168-7-WPF0-2017";26168;"M. Gavin";"Pit Fall";7;"WPF0";2017;7;25;13;8;2017;8;10;11;55;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.7833
"26168-7-WCC0-2017";26168;"M. Gavin";"Coloured Cups";7;"WCC0";2017;7;25;13;8;2017;8;10;11;55;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;382.7833
"26168-7-WBV25-2017";26168;"M. Gavin";"Blue Vane";7;"WBV25";2017;7;25;13;14;2017;8;10;12;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.7666
"26168-7-WPF25-2017";26168;"M. Gavin";"Pit Fall";7;"WPF25";2017;7;25;13;14;2017;8;10;12;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.7666
"26168-7-WCC25-2017";26168;"M. Gavin";"Coloured Cups";7;"WCC25";2017;7;25;13;14;2017;8;10;12;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;382.7666
"26168-7-WBV75-2017";26168;"M. Gavin";"Blue Vane";7;"WBV75";2017;7;25;13;17;2017;8;10;12;6;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.8166
"26168-7-WPF75-2017";26168;"M. Gavin";"Pit Fall";7;"WPF75";2017;7;25;13;17;2017;8;10;12;6;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.8166
"26168-7-WCC75-2017";26168;"M. Gavin";"Coloured Cups";7;"WCC75";2017;7;25;13;17;2017;8;10;12;6;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;382.8166
"26168-7-WBV200-2017";26168;"M. Gavin";"Blue Vane";7;"WBV200";2017;7;25;13;24;2017;8;10;12;12;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.8
"26168-7-WPF200-2017";26168;"M. Gavin";"Pit Fall";7;"WPF200";2017;7;25;13;24;2017;8;10;12;12;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;382.8
"26168-7-WCC200-2017";26168;"M. Gavin";"Coloured Cups";7;"WCC200";2017;7;25;13;24;2017;8;10;12;12;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;382.8
"26105-7-WBV0-2017";26105;"M. Gavin";"Blue Vane";7;"WBV0";2017;7;25;8;52;2017;8;10;8;38;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.7666
"26105-7-WPF0-2017";26105;"M. Gavin";"Pit Fall";7;"WPF0";2017;7;25;8;52;2017;8;10;8;38;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.7666
"26105-7-WCC0-2017";26105;"M. Gavin";"Coloured Cups";7;"WCC0";2017;7;25;8;52;2017;8;10;8;38;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.7666
"26105-7-WBV25-2017";26105;"M. Gavin";"Blue Vane";7;"WBV25";2017;7;25;8;59;2017;8;10;8;56;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.95
"26105-7-WPF25-2017";26105;"M. Gavin";"Pit Fall";7;"WPF25";2017;7;25;8;59;2017;8;10;8;56;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.95
"26105-7-WCC25-2017";26105;"M. Gavin";"Coloured Cups";7;"WCC25";2017;7;25;8;59;2017;8;10;8;56;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.95
"26105-7-WBV75-2017";26105;"M. Gavin";"Blue Vane";7;"WBV75";2017;7;25;9;7;2017;8;10;8;52;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.75
"26105-7-WPF75-2017";26105;"M. Gavin";"Pit Fall";7;"WPF75";2017;7;25;9;7;2017;8;10;8;52;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.75
"26105-7-WCC75-2017";26105;"M. Gavin";"Coloured Cups";7;"WCC75";2017;7;25;9;7;2017;8;10;8;52;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.75
"26105-7-WBV200-2017";26105;"M. Gavin";"Blue Vane";7;"WBV200";2017;7;25;9;17;2017;8;10;8;49;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.5333
"26105-7-WPF200-2017";26105;"M. Gavin";"Pit Fall";7;"WPF200";2017;7;25;9;17;2017;8;10;8;49;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";206;222;214;2017;8;2;383.5333
"26105-7-WCC200-2017";26105;"M. Gavin";"Coloured Cups";7;"WCC200";2017;7;25;9;17;2017;8;10;8;49;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";206;222;214;2017;8;2;383.5333
"26133-7-WBV0-2017";26133;"M. Gavin";"Blue Vane";7;"WBV0";2017;7;26;10;52;2017;8;9;10;47;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;221;214;2017;8;2;335.9166
"26133-7-WPF0-2017";26133;"M. Gavin";"Pit Fall";7;"WPF0";2017;7;26;10;52;2017;8;9;10;47;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;221;214;2017;8;2;335.9166
"26133-7-WCC0-2017";26133;"M. Gavin";"Coloured Cups";7;"WCC0";2017;7;26;10;52;2017;8;9;10;47;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";207;221;214;2017;8;2;335.9166
"26133-7-WBV25-2017";26133;"M. Gavin";"Blue Vane";7;"WBV25";2017;7;26;11;3;2017;8;9;10;41;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;221;214;2017;8;2;335.6333
"26133-7-WPF25-2017";26133;"M. Gavin";"Pit Fall";7;"WPF25";2017;7;26;11;3;2017;8;9;10;41;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;221;214;2017;8;2;335.6333
"26133-7-WCC25-2017";26133;"M. Gavin";"Coloured Cups";7;"WCC25";2017;7;26;11;3;2017;8;9;10;41;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";207;221;214;2017;8;2;335.6333
"26133-7-WBV75-2017";26133;"M. Gavin";"Blue Vane";7;"WBV75";2017;7;26;11;13;2017;8;9;10;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;221;214;2017;8;2;335.3666
"26133-7-WPF75-2017";26133;"M. Gavin";"Pit Fall";7;"WPF75";2017;7;26;11;13;2017;8;9;10;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;221;214;2017;8;2;335.3666
"26133-7-WCC75-2017";26133;"M. Gavin";"Coloured Cups";7;"WCC75";2017;7;26;11;13;2017;8;9;10;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";207;221;214;2017;8;2;335.3666
"26133-7-WBV200-2017";26133;"M. Gavin";"Blue Vane";7;"WBV200";2017;7;26;11;28;2017;8;9;10;26;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;221;214;2017;8;2;334.9666
"26133-7-WPF200-2017";26133;"M. Gavin";"Pit Fall";7;"WPF200";2017;7;26;11;28;2017;8;9;10;26;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;221;214;2017;8;2;334.9666
"26133-7-WCC200-2017";26133;"M. Gavin";"Coloured Cups";7;"WCC200";2017;7;26;11;28;2017;8;9;10;26;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";207;221;214;2017;8;2;334.9666
"26119-7-WBV0-2017";26119;"M. Gavin";"Blue Vane";7;"WBV0";2017;7;24;12;23;2017;8;8;11;50;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";205;220;213;2017;8;1;359.45
"26119-7-WPF0-2017";26119;"M. Gavin";"Pit Fall";7;"WPF0";2017;7;24;12;23;2017;8;8;11;50;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";205;220;213;2017;8;1;359.45
"26119-7-WCC0-2017";26119;"M. Gavin";"Coloured Cups";7;"WCC0";2017;7;24;12;23;2017;8;8;11;50;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";205;220;213;2017;8;1;359.45
"26119-7-WBV25-2017";26119;"M. Gavin";"Blue Vane";7;"WBV25";2017;7;24;12;15;2017;8;8;11;55;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";205;220;213;2017;8;1;359.6666
"26119-7-WPF25-2017";26119;"M. Gavin";"Pit Fall";7;"WPF25";2017;7;24;12;15;2017;8;8;11;55;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";205;220;213;2017;8;1;359.6666
"26119-7-WCC25-2017";26119;"M. Gavin";"Coloured Cups";7;"WCC25";2017;7;24;12;15;2017;8;8;11;55;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";205;220;213;2017;8;1;359.6666
"26119-7-WBV75-2017";26119;"M. Gavin";"Blue Vane";7;"WBV75";2017;7;24;12;8;2017;8;8;11;59;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";205;220;213;2017;8;1;359.85
"26119-7-WPF75-2017";26119;"M. Gavin";"Pit Fall";7;"WPF75";2017;7;24;12;8;2017;8;8;11;59;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";205;220;213;2017;8;1;359.85
"26119-7-WCC75-2017";26119;"M. Gavin";"Coloured Cups";7;"WCC75";2017;7;24;12;8;2017;8;8;11;59;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";205;220;213;2017;8;1;359.85
"26119-7-WBV200-2017";26119;"M. Gavin";"Blue Vane";7;"WBV200";2017;7;24;11;57;2017;8;8;12;13;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";205;220;213;2017;8;1;360.2666
"26119-7-WPF200-2017";26119;"M. Gavin";"Pit Fall";7;"WPF200";2017;7;24;11;57;2017;8;8;12;13;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";205;220;213;2017;8;1;360.2666
"26119-7-WCC200-2017";26119;"M. Gavin";"Coloured Cups";7;"WCC200";2017;7;24;11;57;2017;8;8;12;13;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";205;220;213;2017;8;1;360.2666
"22576-6-WPF0-2017";22576;"M. Gavin";"Pit Fall";6;"WPF0";2017;7;10;8;1;2017;7;24;8;25;"";"";"";"";"";"";"dead shrew";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.4
"22576-6-WBV0-2017";22576;"M. Gavin";"Blue Vane";6;"WBV0";2017;7;10;8;1;2017;7;24;8;25;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.4
"22576-5-WCC200-2017";22576;"M. Gavin";"Coloured Cups";5;"WCC200";2017;6;26;9;0;2017;7;10;8;19;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";177;191;184;2017;7;3;335.3166
"22576-5-WPF200-2017";22576;"M. Gavin";"Pit Fall";5;"WPF200";2017;6;26;9;0;2017;7;10;8;19;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";177;191;184;2017;7;3;335.3166
"22576-5-WBV200-2017";22576;"M. Gavin";"Blue Vane";5;"WBV200";2017;6;26;9;0;2017;7;10;8;19;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";177;191;184;2017;7;3;335.3166
"22576-5-WCC75-2017";22576;"M. Gavin";"Coloured Cups";5;"WCC75";2017;6;26;8;50;2017;7;10;8;14;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";177;191;184;2017;7;3;335.4
"22576-5-WPF75-2017";22576;"M. Gavin";"Pit Fall";5;"WPF75";2017;6;26;8;50;2017;7;10;8;14;"";"";"";"";"";"";"dead mouse ";0.0;0.0;0;"wetland";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";177;191;184;2017;7;3;335.4
"22576-5-WBV75-2017";22576;"M. Gavin";"Blue Vane";5;"WBV75";2017;6;26;8;50;2017;7;10;8;14;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";177;191;184;2017;7;3;335.4
"22576-5-WCC25-2017";22576;"M. Gavin";"Coloured Cups";5;"WCC25";2017;6;26;8;46;2017;7;10;8;10;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";177;191;184;2017;7;3;335.4
"22576-5-WPF25-2017";22576;"M. Gavin";"Pit Fall";5;"WPF25";2017;6;26;8;46;2017;7;10;8;10;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";177;191;184;2017;7;3;335.4
